NFIREID,Unchanged to very low,Low,Moderate,High,Post-fire havest,NoData
930,62.55,62.01,72.18,174.6,0,0
931,86.94,55.26,96.84,277.02,0,0.27
932,45,39.96,92.43,736.65,0,0.09
933,42.03,27.36,42.75,397.89,0,0.18
934,31.59,30.96,78.12,206.19,0,0
935,55.8,26.01,49.05,288.9,0,0.27
936,852.57,568.44,1047.24,4419.9,0,0
937,105.48,59.22,30.33,547.65,0,0.18
938,598.23,603.36,615.96,1742.22,0,0.09
939,38.07,30.78,66.87,309.24,0,0.36
940,37.26,30.33,154.53,304.11,0,0.09
941,74.07,94.77,158.67,207,0,0
942,1711.71,1912.23,3393.36,12279.87,0,0.09
943,82.17,70.65,151.92,1128.78,0,0.27
944,173.79,98.91,290.25,1009.8,0,0.18
945,97.83,64.8,91.71,471.15,0,0.18
946,789.75,403.47,975.06,6361.65,0,0.18
947,146.52,59.94,108.36,1117.26,0,0
948,403.02,274.5,653.04,3253.95,0,8.28
949,61.2,25.29,118.62,707.31,0,0.09
950,1783.71,2621.7,2774.25,7192.71,0,0.18
951,1550.16,1066.77,410.85,218.97,0,0
952,99,94.68,105.21,156.69,0,0
953,803.16,405.72,1563.93,11130.03,0,0.18
954,114.66,69.75,118.62,910.35,0,0.27
955,85.68,182.7,41.76,60.57,0,0
956,59.13,40.77,55.53,291.51,0,42.21
957,574.83,460.08,1302.03,8730.72,0,0.09
958,100.17,90.45,197.64,299.88,0,0.09
959,113.04,63.09,107.73,566.64,0,0
960,23.67,17.01,38.52,147.6,0,0.27
961,167.4,141.57,625.95,3513.78,0,0.18
962,125.64,65.07,154.89,732.51,0,0.09
963,82.8,32.58,88.02,640.17,0,0.09
964,153.72,67.68,175.32,2042.73,0,0.18
965,309.33,95.76,683.1,3068.37,0,14.76
966,86.67,54.18,107.46,460.35,0,0
967,1649.88,509.76,1994.67,19178.19,0,0.54
968,340.65,163.44,647.64,1534.05,0,0.09
969,965.43,547.56,2161.71,6008.94,0,0.09
970,90.63,44.82,113.85,443.97,0,0.18
971,49.05,60.66,130.41,479.25,0,0
972,271.89,196.74,532.62,2903.22,0,0.09
973,44.82,20.52,48.24,133.11,0,0.18
974,106.83,86.4,250.38,603.36,0,0.09
975,33.84,21.51,57.33,302.22,0,0.09
976,228.24,143.55,654.84,398.07,0,0
977,60.66,62.01,172.62,51.75,0,0.27
978,61.2,20.79,50.22,318.33,0,0.27
979,22.77,0.54,8.28,8.01,0,0.09
980,160.11,0,0.63,0.72,0,0.36
981,82.35,3.33,106.47,120.96,0.45,0.09
982,402.93,0.09,18.09,18,0,0.18
983,52.2,0,0.09,0.27,0,0
984,198.81,0,42.66,61.02,0,0
985,3.69,0,4.41,1.98,0,0
986,270.18,0,25.65,4.59,0,0.18
987,79.38,0.27,9.09,1.89,0,0
988,140.58,11.61,104.04,28.71,0,0
989,27,7.74,42.75,3.15,12.24,0.27
990,24.48,15.3,4.05,6.93,0,0
991,23.85,4.41,2.07,18.36,0,0.18
992,0.36,0.09,0,0,0,0
993,1.26,2.88,1.62,1.71,0,0.09
994,32.22,5.85,11.43,104.04,10.62,0.18
995,2.43,2.16,0.09,0,0,0
996,0.81,0.18,0.54,0.09,0,0.09
997,3.78,0.18,0.18,0.36,0.09,0.09
998,0.36,0.45,0.18,0.99,0,0
999,48.69,1.8,3.69,15.84,0,0
1000,10.08,5.76,20.43,74.7,1.08,0
1001,1.08,1.89,6.12,41.58,0,0.09
1002,0.99,0.27,0.99,0.45,0,0
1003,0.54,1.35,4.23,0.63,0.18,0.09
1004,1.98,4.77,12.15,69.3,43.11,0.45
1005,43.29,9.18,12.96,34.47,0,0.27
1006,1.26,1.8,3.42,3.24,0,0
1007,0.27,0.18,0,0,0,0
1008,0.63,0.63,0.63,0.18,0,0
1009,10.53,0,0.09,0,0,0.09
1010,24.03,5.94,9.99,2.7,0,0.18
1011,19.26,8.1,33.12,2.43,0,0
1012,18,9.54,9.9,171,0,0
1013,1.17,0.81,0,4.77,0,0.09
1014,92.34,10.62,1.35,159.57,0,0.09
1015,4.32,0.63,0.09,2.52,0,0
1016,53.37,4.14,3.87,83.61,4.68,0.09
1017,21.87,2.88,2.25,17.1,0,0.18
1018,0.36,0.09,0.18,4.5,0,0
1019,13.68,4.14,0.27,2.16,0,0.09
1020,6.84,4.77,11.43,35.91,0,0.09
1021,0,0,0,0,0,67.23
1022,19.71,0,0,2.34,0,0.09
1023,0.09,0.18,0,0.18,0,0
1024,2.52,0,0,0.18,0,0
1025,0.9,0.54,0.09,0,0,0
1026,1.08,1.17,0.09,0,0,0
1027,1.53,0.54,0,0,0,0
1028,0.45,0.18,0,0.18,0,0
1029,1.53,2.25,1.08,0.72,0,0
1030,0.72,0.36,0.63,0,0,0.09
1031,1.8,0.45,0.09,0,0,0.09
1032,0.54,0.09,0.27,0.09,0,0
1033,0.36,0.27,0.27,0.09,0,0.27
1034,0.18,0.09,0.09,0,0,0
1035,1.98,2.88,1.62,0,0,0.27
1036,0.27,0.27,0.09,0,0,0.09
1037,28.8,68.85,115.2,154.08,0,7.11
1038,0.99,0.54,0.54,0,0,0.09
1039,0.18,0,0,0,0,0
1040,0.09,0,0,0,0,0
1041,0.81,0,0,0,0,0.09
1042,0.45,0,0,0,0,0.09
1043,0.36,0,0,0,0,0.18
1044,0.36,0,0,0,0,0
1045,0.27,0.09,0,0,0,0
1046,1.62,0,0,0,0,0
1047,0.36,0,0,0,0,0
1048,0.54,0,0,0,0,0.09
1049,0.18,0,0.27,0.18,0,0.09
1050,0.36,0,0,0,0,0
1051,0.36,0,0,0,0,0
1052,0.36,0,0,0,0,0.18
1053,0.36,0,0,0,0,0
1054,0,0,0,0,0,0.54
1055,0.36,0,0,0,0,0
1056,1.62,0,0,0,0,0
1057,0.36,0,0,0,0,0
1058,1.44,0,0,0,0,0
1059,1.08,0.09,0,0,0,0.09
1060,0.36,0,0,0,0,0
1061,0,0,0,0,0,0
1062,1.08,0.72,0,0,0.09,0
1063,0,0,0,0,0,0
1064,0.45,0,0,0,0,0
1065,1.89,0,0,0,0,0
1066,1.35,0.09,0,0.18,0,0
1067,0.54,0,0,0,0,0
1068,0.36,0,0,0,0,0
1069,1.89,0,0,0,0,0
1070,0.36,0,0,0,0,0.09
1071,0.36,0,0,0,0,0
1072,0.36,0,0,0,0,0
1073,1.08,0,0,0,0,0.18
1074,0.36,0,0,0,0,0.09
1075,1.62,0,0,0,0,0
1076,0,0.09,0,0,0,0
1077,0.18,0,0,0.18,0,0
1078,0.18,0,0,0,0,0
1079,1.44,0,0,0,0,0.09
1080,0.36,0,0,0.09,0,0
1081,0.54,0.18,0,0,0,0
1082,0,0.09,0.09,0.18,0,0.18
1083,0.27,0,0,0,0,0.18
1084,2.16,0,0,0,0,0.18
1085,0.18,0,0,0.09,0,0
1086,1.53,0,0.09,0,0,0
1087,0.45,0,0,0,0,0
1088,0.27,0.09,0,0,0,0.09
1089,0.36,0,0,0,0,0
1090,1.08,0,0,0,0,0
1091,0.36,0,0,0,0,0
1092,0.81,0,0,0,0,0
1093,0.45,0,0,0,0,0
1094,0.63,0.09,0,0,0,0
1095,1.08,0.45,0,0,0,0.18
1096,0.36,0,0,0,0,0
1097,0.54,0,0,0,0,0
1098,1.53,0,0,0,0,0
1099,0.63,0,0,0,0,0
1100,0.36,0,0,0,0,0
1101,1.71,0.45,0.18,0.09,0,0.09
1102,0.36,0,0,0,0,0
1103,2.43,0,0,0,0,0.09
1104,6.3,0,0,0,0,0.18
1105,0.36,0.72,0,0,0,0
1106,0.09,0,0,0,0,0
1107,82.8,66.33,101.7,284.04,0,0.27
1108,2.79,0,0,0,0,0.09
1109,0.36,0,0,0,0,0
1110,0.09,0.18,0.09,0,0,0.18
1111,0,0,0,0,0,0
1112,1.35,0.09,0,0,0,0.18
1113,0,0,0,0,0,0
1114,0.36,0,0,0,0,0
1115,2.61,0.09,0.09,0,0,0.27
1116,2.16,0.36,0.45,0.27,0,0
1117,0.9,0,0,0,0,0
1118,0.54,0,0,0,0,0.09
1119,5.04,0.09,0,0,0,0.36
1120,0.45,0.72,0,0,0,0
1121,0.9,0.27,0.18,0.45,0,0
1122,0.36,0,0.09,0.09,0,0
1123,3.06,0.72,0.09,1.62,0,0.18
1124,1.35,0.27,0,0,0,0
1125,0.18,0,0,0,0,0
1126,0.36,0,0,0,0,0
1127,0.81,0,0,0.09,0,0.18
1128,1.17,0,0,0,0,0
1129,1.08,0,0,0,0,0
1130,0,0,0.18,0.18,0,0
1131,0.36,0,0,0,0,0.18
1132,1.17,0,0,0,0,0
1133,0,0.09,0,0,0,0
1134,0.18,0.18,0,0,0,0.18
1135,0,0,0,0,0,0
1136,0.36,0,0,0,0,0
1137,0,0.09,0,0,0,0
1138,0.36,0,0,0,0,0
1139,0.99,0,0,0,0,0.09
1140,0.36,0,0,0,0,0.09
1141,0.27,0,0,0,0,0
1142,0.36,0,0,0,0,0
1143,0.09,0,0,0,0,0
1144,0,0,0.45,0,0,0.09
1145,2.34,0,0,0,0,0.09
1146,0.45,0,0,0,0,0
1147,0,0,0,0,0,0.54
1148,0.36,0,0,0,0,0
1149,0.36,0,0,0,0,0.18
1150,0.54,0,0,0,0,0.09
1152,0.36,0,0,0,0,0
1153,1.71,0,0,0,0,0.18
1154,0.36,0,0,0,0,0
1155,2.07,0,0,0,0,0
1156,0.36,0.18,0,0,0,0
1157,0,0,0,0,0,0.81
1158,0.63,0,0,0,0,0
1159,0.09,0,0,0,0,0
1160,3.78,0,0,0,0,0.09
1161,0,0,0,0,0,0
1162,0.36,0,0,0,0,0
1163,0.54,0.36,0,0.54,0,0
1164,0.36,0,0,0,0,0
1165,0,0,0,0.54,0,0
1166,0.54,0,0,0,0,0
1167,0,0,0,2.7,0,0
1168,1.62,0.18,0.54,0.99,0,0.18
1169,3.15,0.09,0.36,0.45,0,0.09
1170,10.44,0.09,0.09,1.08,0,0.09
1171,0.09,0.54,0.63,0.18,0,0
1172,3.87,1.98,1.8,1.35,0,0
1173,11.7,0,1.62,0.9,0,0.09
1174,13.77,0.54,0.63,5.76,0,0
1175,30.87,10.62,0.99,4.95,0,0
1176,0.54,0.54,0.99,5.04,0,0.09
1177,63.27,34.2,47.79,73.08,0.72,0.09
1178,2.07,0.09,0,0.27,0,0.09
1179,12.06,1.71,0.09,0.18,0,0
1180,0,1.44,0.72,0.27,0,0.27
1181,15.93,11.43,6.57,3.24,0,0.09
1182,3.51,2.97,0.81,0,0,0.09
1183,10.89,84.6,27.72,5.76,0,0.27
1184,1.62,2.34,1.26,0.54,0,0
1185,0.09,1.44,0,0,0,0.09
1186,3.42,2.88,0.81,0.45,0,0
1187,0.27,0,0.18,0.09,0,0
1188,53.19,7.83,61.65,34.74,0.27,0.09
1189,3.06,0,0.09,0.27,0,0
1190,3.42,1.08,0,0,0,0
1191,4.32,0.72,0,0,0.09,0
1192,6.48,0.45,0.27,0,0,0.09
1193,1.26,0.99,0.54,0.45,0,0
1194,1.17,5.4,8.82,14.49,1.17,0.09
1195,0,0.9,1.62,0.45,0,0
1196,0,4.05,4.41,4.05,0.99,0
1197,34.2,18.09,22.59,7.02,0.72,0.54
1198,5.31,4.14,3.78,6.39,5.31,0.09
1199,46.71,3.24,24.21,11.07,0.54,0.09
1200,0.81,0.45,0.63,0.45,0,0.09
1201,0.9,2.61,0.18,0,0,0
1202,30.51,2.79,0.9,2.25,0,0.09
1203,3.06,1.89,0.99,2.25,0,0.09
1204,0.63,0,0,0.09,0,0
1205,1.26,0,0,0,0,0
1206,0.09,0,0,0.18,0,0
1207,21.24,1.08,13.32,4.5,7.2,0.09
1208,14.49,19.08,1.89,0.09,0,0.27
1209,7.11,18.81,6.03,6.57,0.45,0.27
1210,4.23,1.17,0.81,0.27,0,0.09
1211,0.81,2.25,0.54,0.18,0,0
1212,0.36,1.08,0.27,1.17,0.09,0
1213,3.33,2.79,0.72,1.89,0,0
1214,1.89,0.81,0,0,0,0
1215,9.72,3.78,8.82,8.91,0,0
1216,1.26,4.41,5.58,4.95,0.36,0.09
1217,0,1.71,1.53,0.9,0.18,0.09
1218,2.43,6.93,1.89,1.62,0,0
1219,0.81,1.08,1.17,0.09,0,0
1220,0.18,10.44,3.06,3.06,0.36,0.09
1221,2.88,3.24,2.07,0.81,0,0
1222,4.05,24.75,9.81,5.67,0.09,0.27
1223,0.18,1.89,0.45,0.36,0,0
1224,2.16,0.27,0.45,0,0,0
1225,0.63,0.9,0.09,0,0,0
1226,9.81,1.62,0.9,1.98,0,0
1227,7.47,0,8.46,4.77,0,0.18
1228,36.09,11.52,21.06,29.79,0,0.18
1229,1.08,1.44,1.08,1.17,0.09,0
1230,5.94,9.72,0.81,0.45,0,0
1231,0.54,3.15,2.97,5.94,0.09,0.18
1232,0.09,0.63,0.09,0.18,0,0
1233,2.25,3.42,0.72,0.09,0,0
1234,1.08,0.81,0,0,0,0.27
1235,0.36,0.81,0.99,2.79,0,0
1236,1.8,0.27,0.63,0.36,0,0
1237,0.18,1.44,0.09,0.09,0.09,0.18
1238,0.09,1.08,0.45,0.09,0,0.27
1239,1.89,1.62,0.99,0.09,0,0
1240,2.61,2.16,2.07,0.27,0,0.18
1241,3.69,5.22,2.16,3.24,0,0
1242,0.63,0.36,0,0,0,0
1243,2.34,0,0,0,0,0
1244,4.32,2.34,1.17,0,0,0.09
1245,0,1.44,1.08,0.36,0,0
1246,2.43,0.18,0.18,0,0,0
1247,0.09,0.27,2.43,0.27,0,0
1248,0.72,1.17,0.27,0.09,0,0
1249,1.08,0.09,0.18,0.18,0,0
1250,12.42,3.15,1.17,1.8,0,0.09
1251,13.23,5.67,4.23,5.94,0,0.09
1252,95.58,55.98,29.52,33.3,22.77,0.18
1253,6.12,6.57,5.67,14.04,10.8,0.27
1254,1.17,2.52,1.44,6.21,3.33,0.27
1255,5.85,14.67,6.75,4.5,0,0.27
1256,1.08,2.79,0.36,0,0,0.09
1257,35.73,29.16,19.35,14.4,0.81,0.09
1258,3.96,1.26,0,0,0,0.18
1259,1.53,0.81,0,0,0,0
1260,21.78,22.95,7.83,1.62,3.96,0.09
1261,4.77,3.24,0.18,0,0,0.09
1262,2.43,0.09,0.63,2.07,0.27,0.09
1263,22.86,20.52,47.88,49.41,0,0
1264,1.08,1.44,0.09,0.9,0,0
1265,2.52,5.49,1.17,1.44,0,0.09
1266,0.09,0,0,0,0,0.09
1267,3.78,0.36,5.4,4.23,0,0
1268,100.17,16.11,11.16,24.48,0,0
1269,0.81,0.54,2.34,1.26,0,0
1270,8.55,3.42,3.15,14.49,7.65,0.18
1271,18.54,41.67,10.17,0.9,0,0.36
1272,4.95,5.49,19.89,21.51,0,0.18
1273,12.24,1.35,0,0,0,0.27
1274,5.76,18.36,6.75,2.52,0,0.36
1275,20.52,23.49,14.94,1.71,0,0.18
1276,0.09,2.7,0.54,0.09,0,0
1277,7.92,7.38,6.3,5.85,0,0.09
1278,2.43,0.54,0.09,0.18,0,0.09
1279,0,2.34,0.81,0.45,0,0
1280,2.88,2.88,1.98,0.54,0,0.09
1281,0.09,0.63,0.72,12.87,0.54,0.18
1282,0.9,0,0,0.54,0,0
1283,0.81,1.71,1.17,1.17,0,0
1284,0.99,4.59,1.26,0,0.54,0
1285,16.65,1.62,0.36,2.7,0,0
1286,0.36,1.8,0.09,0.72,0,0.09
1287,0,0,0.45,0.18,0.54,0.18
1288,0,0,0.09,0.36,0,0
1289,4.5,0,0.09,0,0,0
1290,0.27,0,0.09,0.54,0,0
1291,1.08,18,21.87,30.96,0,0
1292,0,0.63,0.18,5.85,0,0
1293,0,0,0,0,0,0
1294,0,0,0,0,0,0.09
1295,0.9,0.09,0.72,0.54,0,0
1296,0,0,0,0,0,0
1297,0.27,0.45,0.09,1.17,0,0
1298,1.8,0.9,0,0,0,0.09
1299,2.52,0,0,0,0,0
1300,1.8,0.36,0,0,0,0
1301,28.8,44.19,17.46,33.39,0.27,7.11
1302,52.47,87.03,29.25,15.93,0.09,0.9
1303,25.2,3.33,1.8,3.15,0.72,0.36
1304,2.61,2.79,1.44,0.09,0,0.18
1305,2.61,0,0,0,0,0.09
1306,1.62,0.27,1.62,2.07,0,0.09
1307,0.9,0,1.44,1.35,0,0.09
1308,4.86,0,0,0.18,0,0
1309,0,0,0,0,0,0
1310,2.25,0,0,0,0,0.09
1311,0.9,1.17,0.18,1.8,0,0
1312,0.09,1.17,0.63,1.35,0,0
1313,3.78,0.45,0,0,0,0
1314,0.36,0.81,5.76,0.27,0,0.09
1315,14.67,16.56,3.96,2.97,0.18,0
1316,4.77,4.95,4.59,30.15,4.68,0.18
1317,0,0.18,0.09,2.16,0,0
1318,0,0.99,0.54,2.07,0,0
1319,0.63,1.35,0.72,0.81,0,0
1320,3.15,0.99,0,0,0,0
1321,4.41,4.5,10.44,1.98,0.45,0
1322,1.26,3.15,2.16,8.73,0.09,0.18
1323,0.99,1.53,1.53,2.16,0,0
1324,1.53,0.18,2.34,0.9,0,0
1325,25.65,39.78,17.1,23.04,1.26,0.09
1326,14.85,19.62,1.89,0.09,0,0.09
1327,1.26,2.07,0.27,0,0,0
1329,0.36,0.54,2.34,0,0,0
1330,8.1,0.72,0,0.09,0,0.09
1331,4.77,3.24,2.88,0.45,0.36,0
1332,1.89,3.6,0.63,7.2,0,0.18
1333,1.26,0.72,0.18,0.36,0,0
1334,5.04,6.84,0.54,0,0,0.09
1335,18.09,30.96,22.05,19.62,0,0.9
1336,37.44,33.03,36,22.59,2.97,0.09
1337,3.51,1.89,3.69,9.63,1.62,0.45
1338,0.27,0.9,0.54,0.27,0.27,0.09
1339,47.25,27,19.71,32.31,1.08,0.45
1340,28.35,10.98,9.9,23.67,17.01,0.18
1341,21.33,11.61,18.99,10.26,0.63,0.36
1342,4.23,7.38,6.48,3.33,0,0.09
1343,3.06,3.69,4.32,5.85,0,0.09
1344,17.55,9.09,4.68,27,1.8,0.18
1345,0.9,0.9,0,0.27,0,0
1346,7.92,2.61,0,0,0,0.09
1347,4.77,1.71,0.45,1.44,0.18,0.36
1348,28.35,3.96,5.58,26.19,1.8,0
1349,5.94,13.95,11.61,5.4,0,0.36
1350,4.86,2.16,2.07,0.27,0,0
1351,5.31,2.16,0,0,0,0.09
1352,1.89,1.35,2.7,2.97,0.09,0.18
1353,7.92,4.77,2.07,2.25,0.18,0.09
1354,2.79,3.87,1.53,1.8,0.09,0
1355,3.87,1.89,2.16,3.06,0,0.09
1356,15.12,12.87,15.39,34.29,0,0
1357,15.3,1.44,3.96,2.97,0,0
1358,0.72,0.09,0,0,0,0
1359,1.89,0.45,0,3.06,0,0.09
1360,3.06,4.05,2.52,3.6,0.18,0.09
1361,0.9,1.26,0,0,0,0
1362,25.11,23.76,12.87,45.81,0,0.36
1363,4.5,1.98,0.09,0,0,0.09
1364,1.08,0,0,0,0,0
1365,43.65,92.25,28.44,18.45,0.27,0.09
1366,24.3,79.83,12.15,5.13,0,0.36
1367,0.81,0.54,0.81,0.81,0.18,0.09
1368,13.77,6.39,10.17,28.62,0.09,0.45
1369,6.84,10.44,2.16,1.98,0,0.27
1370,1.89,0,0,0,0,0.18
1371,1.44,1.17,0.18,0.18,0,0
1372,25.38,4.05,3.24,18,2.61,0.18
1373,0.45,2.7,0.18,0.18,0,0
1374,17.28,15.21,11.16,8.73,0,0.18
1375,4.5,10.44,2.16,4.95,0,0.18
1376,18.99,2.97,1.89,0,0,0.09
1377,1.44,0.45,0.09,0,0,0
1378,0.54,0.9,0.18,0,0,0
1379,0.99,0.36,0.54,0,0.27,0
1380,6.57,3.33,1.35,1.8,0,0.09
1381,5.67,3.24,0.81,0,0,0.27
1382,14.4,21.69,25.29,11.88,0,0.36
1383,34.02,24.75,14.04,14.76,1.44,0.18
1384,34.02,64.17,73.53,27.45,8.01,0.18
1385,22.68,0.18,0,0,0,0.27
1386,0.9,0,0.99,0,0,0
1387,3.6,2.34,0.18,0.09,0,0.09
1388,41.58,32.67,17.46,32.85,0.72,0
1389,0.9,3.24,0.09,3.33,0,0.09
1390,2.61,2.52,0.63,0.27,0,0.09
1391,4.05,2.07,0.81,4.23,0.9,0.27
1392,0.81,1.44,1.17,0,0.09,0
1393,2.61,3.96,0.18,0,0,0.09
1394,7.29,12.15,0.63,0,0,0.36
1395,1.08,1.26,0.18,0,0,0
1396,40.77,62.28,29.97,7.2,0.45,0.27
1397,66.15,29.52,34.65,43.47,0,0.18
1398,0.9,1.26,0.9,0.81,0.09,0.18
1399,3.6,0.27,0,0,0,0
1400,1.44,0.9,0,0,0,0
1401,46.17,11.7,1.35,3.96,0,0.27
1402,1.53,1.98,0.09,0.45,0,0
1403,3.42,0.27,0.09,0,0,0.09
1404,1.89,5.22,2.88,5.4,0,0
1405,0.63,2.61,1.98,0.9,0,0.09
1406,13.59,8.82,16.2,20.61,0.72,0.09
1407,0.09,0.72,0.63,0.72,0,0.09
1408,2.34,1.8,0.18,0,0,0
1409,0.27,1.89,3.6,6.21,2.25,0
1410,2.34,0.72,0.18,0.09,0,0.09
1411,6.39,0.36,2.34,2.88,0,0.18
1412,18.81,12.51,18.36,20.16,2.25,0.18
1413,135.54,48.33,51.12,104.76,3.69,0.09
1414,1.08,1.53,0.27,0.09,0,0
1415,1.62,0.18,0,0,0,0
1416,0.81,1.71,1.89,0.72,0,0
1417,2.07,0.36,1.08,2.16,0,0
1418,22.77,12.33,19.62,57.42,9.9,0.18
1419,15.93,30.15,73.35,72.9,1.89,0.18
1420,17.1,0.54,1.35,0,0,0
1421,0,0,0.18,1.98,0,0.18
1422,2.43,0.45,2.34,0,0,0.18
1423,5.76,1.71,10.53,7.92,2.16,0
1424,0.09,0.81,1.8,8.55,1.08,0.09
1425,2.61,3.78,0.18,0.18,0,0
1426,1.26,5.94,1.71,1.8,0,0
1427,1.98,13.32,10.08,0.18,0,0
1428,5.67,0.27,0,0,0,0
1429,0,0,0,0,0,0
1430,9,4.59,3.51,2.16,0.45,0.18
1431,8.28,3.6,2.43,0.99,0,0.18
1432,23.85,13.68,24.48,10.53,0.36,0.09
1433,1.71,7.92,11.7,2.88,0,0.18
1434,0.54,2.97,1.35,5.85,0,0
1435,22.86,14.31,9.63,3.6,0,0.18
1436,3.06,0,6.93,4.86,0,0
1437,146.07,24.39,22.14,2.97,0,0.27
1438,28.44,9.36,9.45,5.67,3.87,0.27
1439,1.98,0.45,0,0,0,0
1440,0,3.24,0.27,0,0,0
1441,1.8,0.54,0.18,0,0,0.09
1442,0.36,2.07,0.18,0,0,0.09
1443,4.86,1.17,0,0,0,0.18
1444,0.63,1.71,0.72,0.99,0,0
1445,0,2.25,1.62,0.63,0.72,0.09
1446,90.27,74.43,48.6,89.01,0,0.9
1447,1.71,2.52,0,0,0,0
1448,2.34,1.71,0.18,7.65,0.09,0
1449,3.69,16.2,4.59,15.3,0,0
1450,1.35,1.53,0,0,0,0
1451,1.71,0.18,0,0,0,0
1452,9.99,7.47,1.35,0.54,0,0
1453,0.45,1.26,0.54,0.18,0,0.09
1454,2.07,1.17,0.9,0,0,0.09
1455,7.92,6.12,0.36,0.18,0,0.36
1456,0.18,0,0,0,0,0.09
1457,2.25,4.41,0.9,0.45,0,0.09
1458,0.81,0.99,0,0,0,0.09
1459,2.25,3.78,1.17,2.07,0,0
1460,1.62,0.81,0,0,0,0
1461,3.87,1.53,0.81,0.99,0,0.18
1462,3.69,0.54,0.36,0.45,0.18,0
1463,2.97,0.72,0.72,14.67,0,0.09
1464,3876.84,481.32,559.08,15563.88,0,1.53
1465,3.33,0,4.68,14.04,0,0.09
1466,1.08,0.27,1.62,0.36,0,0.18
1467,13.5,2.61,19.71,0.9,3.15,0
1468,1.26,2.88,2.61,1.44,1.8,0.09
1469,3.69,7.74,2.97,11.97,0,0.18
1470,4.5,6.39,1.89,0.18,0,0.09
1471,0.63,0,1.17,0.18,0,0
1472,43.29,23.04,28.53,57.42,1.35,0.45
1473,1.35,3.51,0.72,2.7,0,0
1474,5.67,6.75,12.78,19.53,0,0.18
1475,1.53,0,0,0,0,0.09
1476,3.69,0.36,0.72,0,0,0.09
1477,0.72,6.03,3.06,0,0.63,0.18
1478,1.53,0,0,0,0,0
1479,1.98,1.62,1.35,0.36,0.63,0
1480,3.33,0.9,0,0,0,0
1481,11.88,5.31,6.57,7.74,0.18,0.18
1482,1.89,0,1.89,7.29,0,0
1483,73.08,2.79,8.46,27.54,0,0
1484,2.16,0,1.89,0.72,0,0
1485,4.23,7.47,9.9,41.22,0,0
1486,0,0,0,1.17,0,0
1487,3.42,0,0,0,0,0.09
1488,0.45,0.18,0.18,0.63,0,3.24
1489,3.96,0,0,1.35,0,0.09
1490,8.28,0,0.72,0,0,0.18
1491,4.05,5.04,3.33,0.36,0,0
1492,0.81,1.08,0.54,0,0,0
1493,0.36,0.72,0.27,0.09,0,0
1494,3.78,4.59,4.59,0,0.09,0.09
1495,1.62,1.71,0.45,0,0,0.18
1496,1.08,0.09,0.99,0.18,0,0
1497,2.25,0,0,0.09,0,0
1498,0.27,0,0.45,1.44,0,0
1499,0,0.36,1.53,1.98,0,0.09
1500,22.77,4.05,5.94,10.62,0,0.09
1501,4.77,6.84,21.15,15.3,0,0.09
1502,14.67,28.35,22.95,43.11,6.12,0
1503,0.99,1.26,0,0,0,0.09
1504,1.08,0.54,0.9,0,0,0
1505,2.52,4.5,3.78,0,0,0
1506,22.32,35.91,27.18,17.46,4.32,0.27
1507,0,0,0.45,1.8,0,0.09
1508,0.72,0.45,1.8,3.87,0,0
1509,3.69,0.09,0.18,1.17,0,0.27
1510,0.72,1.98,0,0,0,0
1511,13.14,3.42,0.09,0,0,0.09
1512,0,0,0,0,0,0
1513,0,0,0,0,0,0
1514,2.61,0,1.8,0,0,0
1515,1055.16,497.97,953.73,4476.15,0,1.89
1516,0,0,0,15.21,0,0.09
1517,0.09,0.72,0.36,7.11,0.18,0
1518,0.27,1.62,11.25,0.27,0,0.18
1519,8.1,0.72,0,0,0,0
1520,0.09,5.58,7.02,3.42,2.43,0.18
1521,0,1.08,0.9,0,0,0
1522,3.06,0.9,0.09,0,0,0.18
1523,19.26,1.35,1.53,9.9,0,0
1524,6.03,1.98,0.45,3.06,0,0
1525,0.45,1.26,2.52,2.88,0.09,0
1526,0.09,0,0,0,0,0.09
1527,2.7,0,0.18,0.45,0,0.09
1528,0,0,0.45,2.97,0,0
1529,3.87,0,20.07,6.57,0,0
1530,1.26,0,1.53,0.27,0,0
1531,4.23,5.67,0.9,3.24,0,0.09
1532,0.27,1.44,3.51,13.05,0,0
1533,1.08,0,1.26,1.53,0,0
1534,0,0,0,0,0,0
1535,21.78,8.46,16.92,75.42,1.53,0.18
1536,9.27,11.79,18,8.37,4.41,0.18
1537,0.81,0,0.09,0,0,0
1538,0,0,1.44,3.15,0,0.09
1539,6.93,0.36,1.44,0,0,0
1540,4.41,0.45,4.14,3.51,0.36,0.18
1541,9.72,1.17,9.36,5.67,0.09,0.09
1542,1.8,0.9,0,0,0,0
